render,id,label,Level,L1,L2,L3,L4,L5,L6,,N1,N2,N3,N4,N5,N6,Angle,Radius,horiz,vert,hpos,ypos,hpos,ypos,Num,Num,parent,subparent,kind,classes,scale,oooOpacity,oookind,ooosymbol,ooox,oooy,ooow,oooh,labelParams,sssOpacity,ssskind,ssssymbol,sssstack,sssx,sssy,sssw,sssh,xxxOpacity,xxxkind,xxxsymbol,xxxstack,xxxx,xxxy,xxxw,xxxh,xxxLabel,xxxLabelParams,vvvOpacity,vvvkind,vvvsymbol,vvvstack,vvvx,vvvy,vvvw,vvvh,vvvLabel,vvvLabelParams,unoa,unob,linestyle,startKind,endKind,startOffsetX,startOffsetY,endOffsetX,endOffsetY,routing,,,,,,,
0,D39TOn4-1-3-1,D39TOn4-1-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D39,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D39,n4-1-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D39TOn4-1-3-2,D39TOn4-1-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D39,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D39,n4-1-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D39TOn4-1-3-3,D39TOn4-1-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D39,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D39,n4-1-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E108TOn4-2,E108TOn4-2,2,,,,,,,,,,,,,,,,,,,,,,,,E108,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E108,n4-2,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C14TOn4-2-1,C14TOn4-2-1,3,,,,,,,,,,,,,,,,,,,,,,,,C14,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C14,n4-2-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D40TOn4-2-1-1,D40TOn4-2-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D40,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D40,n4-2-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D40TOn4-2-1-2,D40TOn4-2-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D40,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D40,n4-2-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D40TOn4-2-1-3,D40TOn4-2-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D40,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D40,n4-2-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C14TOn4-2-2,C14TOn4-2-2,3,,,,,,,,,,,,,,,,,,,,,,,,C14,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C14,n4-2-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D41TOn4-2-2-1,D41TOn4-2-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D41,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D41,n4-2-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D41TOn4-2-2-2,D41TOn4-2-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D41,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D41,n4-2-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D41TOn4-2-2-3,D41TOn4-2-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D41,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D41,n4-2-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C14TOn4-2-3,C14TOn4-2-3,3,,,,,,,,,,,,,,,,,,,,,,,,C14,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C14,n4-2-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D42TOn4-2-3-1,D42TOn4-2-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D42,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D42,n4-2-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D42TOn4-2-3-2,D42TOn4-2-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D42,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D42,n4-2-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D42TOn4-2-3-3,D42TOn4-2-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D42,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D42,n4-2-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E108TOn4-3,E108TOn4-3,2,,,,,,,,,,,,,,,,,,,,,,,,E108,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E108,n4-3,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C15TOn4-3-1,C15TOn4-3-1,3,,,,,,,,,,,,,,,,,,,,,,,,C15,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15,n4-3-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D43TOn4-3-1-1,D43TOn4-3-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D43,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43,n4-3-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D43TOn4-3-1-2,D43TOn4-3-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D43,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43,n4-3-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D43TOn4-3-1-3,D43TOn4-3-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D43,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43,n4-3-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C15TOn4-3-2,C15TOn4-3-2,3,,,,,,,,,,,,,,,,,,,,,,,,C15,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15,n4-3-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D44TOn4-3-2-1,D44TOn4-3-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D44,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D44,n4-3-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D44TOn4-3-2-2,D44TOn4-3-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D44,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D44,n4-3-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D44TOn4-3-2-3,D44TOn4-3-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D44,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D44,n4-3-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C15TOn4-3-3,C15TOn4-3-3,3,,,,,,,,,,,,,,,,,,,,,,,,C15,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C15,n4-3-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D45TOn4-3-3-1,D45TOn4-3-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D45,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D45,n4-3-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D45TOn4-3-3-2,D45TOn4-3-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D45,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D45,n4-3-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D45TOn4-3-3-3,D45TOn4-3-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D45,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D45,n4-3-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E108TOn4-4,E108TOn4-4,2,,,,,,,,,,,,,,,,,,,,,,,,E108,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E108,n4-4,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C16TOn4-4-1,C16TOn4-4-1,3,,,,,,,,,,,,,,,,,,,,,,,,C16,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C16,n4-4-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D46TOn4-4-1-1,D46TOn4-4-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D46,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D46,n4-4-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D46TOn4-4-1-2,D46TOn4-4-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D46,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D46,n4-4-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D46TOn4-4-1-3,D46TOn4-4-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D46,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D46,n4-4-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C16TOn4-4-2,C16TOn4-4-2,3,,,,,,,,,,,,,,,,,,,,,,,,C16,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C16,n4-4-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D47TOn4-4-2-1,D47TOn4-4-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D47,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D47,n4-4-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D47TOn4-4-2-2,D47TOn4-4-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D47,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D47,n4-4-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D47TOn4-4-2-3,D47TOn4-4-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D47,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D47,n4-4-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C16TOn4-4-3,C16TOn4-4-3,3,,,,,,,,,,,,,,,,,,,,,,,,C16,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C16,n4-4-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D48TOn4-4-3-1,D48TOn4-4-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D48,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D48,n4-4-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D48TOn4-4-3-2,D48TOn4-4-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D48,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D48,n4-4-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D48TOn4-4-3-3,D48TOn4-4-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D48,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D48,n4-4-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,ATOn5,ATOn5,1,,,,,,,,,,,,,,,,,,,,,,,,A,,link,partof,2,,,,,,95,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,n5,PartOf,Ellipse,Ellipse,75,75,47.5,47.5,2point,,,,,,,
0,E144TOn5-1,E144TOn5-1,2,,,,,,,,,,,,,,,,,,,,,,,,E144,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E144,n5-1,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C17TOn5-1-1,C17TOn5-1-1,3,,,,,,,,,,,,,,,,,,,,,,,,C17,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C17,n5-1-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D49TOn5-1-1-1,D49TOn5-1-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D49,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D49,n5-1-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D49TOn5-1-1-2,D49TOn5-1-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D49,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D49,n5-1-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D49TOn5-1-1-3,D49TOn5-1-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D49,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D49,n5-1-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C17TOn5-1-2,C17TOn5-1-2,3,,,,,,,,,,,,,,,,,,,,,,,,C17,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C17,n5-1-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D50TOn5-1-2-1,D50TOn5-1-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D50,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D50,n5-1-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D50TOn5-1-2-2,D50TOn5-1-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D50,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D50,n5-1-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D50TOn5-1-2-3,D50TOn5-1-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D50,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D50,n5-1-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C17TOn5-1-3,C17TOn5-1-3,3,,,,,,,,,,,,,,,,,,,,,,,,C17,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C17,n5-1-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D51TOn5-1-3-1,D51TOn5-1-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D51,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D51,n5-1-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D51TOn5-1-3-2,D51TOn5-1-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D51,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D51,n5-1-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D51TOn5-1-3-3,D51TOn5-1-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D51,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D51,n5-1-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E144TOn5-2,E144TOn5-2,2,,,,,,,,,,,,,,,,,,,,,,,,E144,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E144,n5-2,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C18TOn5-2-1,C18TOn5-2-1,3,,,,,,,,,,,,,,,,,,,,,,,,C18,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C18,n5-2-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D52TOn5-2-1-1,D52TOn5-2-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D52,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D52,n5-2-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D52TOn5-2-1-2,D52TOn5-2-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D52,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D52,n5-2-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D52TOn5-2-1-3,D52TOn5-2-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D52,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D52,n5-2-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C18TOn5-2-2,C18TOn5-2-2,3,,,,,,,,,,,,,,,,,,,,,,,,C18,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C18,n5-2-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D53TOn5-2-2-1,D53TOn5-2-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D53,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D53,n5-2-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D53TOn5-2-2-2,D53TOn5-2-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D53,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D53,n5-2-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D53TOn5-2-2-3,D53TOn5-2-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D53,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D53,n5-2-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C18TOn5-2-3,C18TOn5-2-3,3,,,,,,,,,,,,,,,,,,,,,,,,C18,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C18,n5-2-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D54TOn5-2-3-1,D54TOn5-2-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D54,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D54,n5-2-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D54TOn5-2-3-2,D54TOn5-2-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D54,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D54,n5-2-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D54TOn5-2-3-3,D54TOn5-2-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D54,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D54,n5-2-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E144TOn5-3,E144TOn5-3,2,,,,,,,,,,,,,,,,,,,,,,,,E144,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E144,n5-3,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C19TOn5-3-1,C19TOn5-3-1,3,,,,,,,,,,,,,,,,,,,,,,,,C19,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C19,n5-3-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D55TOn5-3-1-1,D55TOn5-3-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D55,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D55,n5-3-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D55TOn5-3-1-2,D55TOn5-3-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D55,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D55,n5-3-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D55TOn5-3-1-3,D55TOn5-3-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D55,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D55,n5-3-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C19TOn5-3-2,C19TOn5-3-2,3,,,,,,,,,,,,,,,,,,,,,,,,C19,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C19,n5-3-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D56TOn5-3-2-1,D56TOn5-3-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D56,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D56,n5-3-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D56TOn5-3-2-2,D56TOn5-3-2-2,4,,,,,,,,,,,,,,,,,,,,,,,,D56,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D56,n5-3-2-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D56TOn5-3-2-3,D56TOn5-3-2-3,4,,,,,,,,,,,,,,,,,,,,,,,,D56,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D56,n5-3-2-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C19TOn5-3-3,C19TOn5-3-3,3,,,,,,,,,,,,,,,,,,,,,,,,C19,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C19,n5-3-3,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D57TOn5-3-3-1,D57TOn5-3-3-1,4,,,,,,,,,,,,,,,,,,,,,,,,D57,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D57,n5-3-3-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D57TOn5-3-3-2,D57TOn5-3-3-2,4,,,,,,,,,,,,,,,,,,,,,,,,D57,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D57,n5-3-3-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D57TOn5-3-3-3,D57TOn5-3-3-3,4,,,,,,,,,,,,,,,,,,,,,,,,D57,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D57,n5-3-3-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,E144TOn5-4,E144TOn5-4,2,,,,,,,,,,,,,,,,,,,,,,,,E144,,link,partof,1.5,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E144,n5-4,PartOf,Ellipse,Ellipse,17.5,17.5,30,30,2point,,,,,,,
0,C20TOn5-4-1,C20TOn5-4-1,3,,,,,,,,,,,,,,,,,,,,,,,,C20,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C20,n5-4-1,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D58TOn5-4-1-1,D58TOn5-4-1-1,4,,,,,,,,,,,,,,,,,,,,,,,,D58,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D58,n5-4-1-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D58TOn5-4-1-2,D58TOn5-4-1-2,4,,,,,,,,,,,,,,,,,,,,,,,,D58,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D58,n5-4-1-2,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,D58TOn5-4-1-3,D58TOn5-4-1-3,4,,,,,,,,,,,,,,,,,,,,,,,,D58,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D58,n5-4-1-3,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
0,C20TOn5-4-2,C20TOn5-4-2,3,,,,,,,,,,,,,,,,,,,,,,,,C20,,link,partof,0.7,,,,,,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C20,n5-4-2,PartOf,Ellipse,Ellipse,30,30,17.5,17.5,2point,,,,,,,
0,D59TOn5-4-2-1,D59TOn5-4-2-1,4,,,,,,,,,,,,,,,,,,,,,,,,D59,,link,partof,0.4,,,,,,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D59,n5-4-2-1,PartOf,Ellipse,Ellipse,17.5,17.5,6,6,2point,,,,,,,
